"LinkIndec","Provincia","Partido","Localidad","Tecnologia","Accesos"
"6070040","BUENOS AIRES","Baradero","Villa Alsina  (Est. Alsina)","WIRELESS","248"
"6084010","BUENOS AIRES","Benito Juárez","Barker","DIAL UP","1"
"6084010","BUENOS AIRES","Benito Juárez","Barker","FIBRA OPTICA","11"
"6084010","BUENOS AIRES","Benito Juárez","Barker","SATELITAL","19"
"6084010","BUENOS AIRES","Benito Juárez","Barker","WIRELESS","70"
"6084020","BUENOS AIRES","Benito Juárez","Benito Juárez  (Est. Juárez)","ADSL","177"
"6084020","BUENOS AIRES","Benito Juárez","Benito Juárez  (Est. Juárez)","CABLEMODEM","1"
"6084020","BUENOS AIRES","Benito Juárez","Benito Juárez  (Est. Juárez)","DIAL UP","12"
"6084020","BUENOS AIRES","Benito Juárez","Benito Juárez  (Est. Juárez)","FIBRA OPTICA","2.800"
"6084020","BUENOS AIRES","Benito Juárez","Benito Juárez  (Est. Juárez)","SATELITAL","256"
"6084020","BUENOS AIRES","Benito Juárez","Benito Juárez  (Est. Juárez)","WIRELESS","147"
"6084030","BUENOS AIRES","Benito Juárez","López","SATELITAL","18"
"6084030","BUENOS AIRES","Benito Juárez","López","WIRELESS","12"
"0","BUENOS AIRES","Benito Juárez","Otros","SATELITAL","115"
"6084040","BUENOS AIRES","Benito Juárez","Tedín Uriburu","SATELITAL","17"
"6084040","BUENOS AIRES","Benito Juárez","Tedín Uriburu","WIRELESS","3"
"6084050","BUENOS AIRES","Benito Juárez","Villa Cacique  (Est. Alfredo Fortabat)","FIBRA OPTICA","20"
"6084050","BUENOS AIRES","Benito Juárez","Villa Cacique  (Est. Alfredo Fortabat)","SATELITAL","105"
"6084050","BUENOS AIRES","Benito Juárez","Villa Cacique  (Est. Alfredo Fortabat)","WIRELESS","100"
"6091010","BUENOS AIRES","Berazategui","Berazategui","ADSL","5"
"6091010","BUENOS AIRES","Berazategui","Berazategui","CABLEMODEM","15.015"
"6091010","BUENOS AIRES","Berazategui","Berazategui","CELULAR","19"
"6091010","BUENOS AIRES","Berazategui","Berazategui","DIAL UP","37"
"6091010","BUENOS AIRES","Berazategui","Berazategui","FIBRA OPTICA","34.044"
"6091010","BUENOS AIRES","Berazategui","Berazategui","SATELITAL","98"
"6091010","BUENOS AIRES","Berazategui","Berazategui","WIRELESS","52"
"6091010","BUENOS AIRES","Berazategui","Berazategui Oeste","ADSL","16"
"6091010","BUENOS AIRES","Berazategui","Berazategui Oeste","CABLEMODEM","104"
"6091010","BUENOS AIRES","Berazategui","Berazategui Oeste","FIBRA OPTICA","16.819"
"6091010","BUENOS AIRES","Berazategui","Berazategui Oeste","SATELITAL","65"
"6091010","BUENOS AIRES","Berazategui","Carlos Tomás Sourigues","CABLEMODEM","1.263"
"6091010","BUENOS AIRES","Berazategui","Carlos Tomás Sourigues","CELULAR","3"
"6091010","BUENOS AIRES","Berazategui","Carlos Tomás Sourigues","FIBRA OPTICA","2.519"
"6091010","BUENOS AIRES","Berazategui","Carlos Tomás Sourigues","SATELITAL","51"
"6091010","BUENOS AIRES","Berazategui","Centro Agrícola El Pato","ADSL","1.328"
"6091010","BUENOS AIRES","Berazategui","Centro Agrícola El Pato","CABLEMODEM","978"
"6091010","BUENOS AIRES","Berazategui","Centro Agrícola El Pato","CELULAR","1"
"6091010","BUENOS AIRES","Berazategui","Centro Agrícola El Pato","FIBRA OPTICA","2.141"
"6091010","BUENOS AIRES","Berazategui","Centro Agrícola El Pato","SATELITAL","164"
"6091010","BUENOS AIRES","Berazategui","Centro Agrícola El Pato","WIRELESS","16"
"6091010","BUENOS AIRES","Berazategui","Guillermo E. Hudson","ADSL","13"
"6091010","BUENOS AIRES","Berazategui","Guillermo E. Hudson","CABLEMODEM","5.432"
"6091010","BUENOS AIRES","Berazategui","Guillermo E. Hudson","CELULAR","13"
"6091010","BUENOS AIRES","Berazategui","Guillermo E. Hudson","DIAL UP","2"
"6091010","BUENOS AIRES","Berazategui","Guillermo E. Hudson","FIBRA OPTICA","11.734"
"6091010","BUENOS AIRES","Berazategui","Guillermo E. Hudson","SATELITAL","178"
"6091010","BUENOS AIRES","Berazategui","Juan María Gutierrez","ADSL","5"
"6091010","BUENOS AIRES","Berazategui","Juan María Gutierrez","CABLEMODEM","1.699"
"6091010","BUENOS AIRES","Berazategui","Juan María Gutierrez","CELULAR","3"
"6091010","BUENOS AIRES","Berazategui","Juan María Gutierrez","DIAL UP","2"
"6091010","BUENOS AIRES","Berazategui","Juan María Gutierrez","FIBRA OPTICA","7.662"
"6091010","BUENOS AIRES","Berazategui","Juan María Gutierrez","SATELITAL","188"
"6091010","BUENOS AIRES","Berazategui","Juan María Gutierrez","WIRELESS","90"
"6091010","BUENOS AIRES","Berazategui","Pereyra","CABLEMODEM","237"
"6091010","BUENOS AIRES","Berazategui","Pereyra","CELULAR","1"
"6091010","BUENOS AIRES","Berazategui","Pereyra","DIAL UP","1"
"6091010","BUENOS AIRES","Berazategui","Pereyra","FIBRA OPTICA","632"
"6091010","BUENOS AIRES","Berazategui","Pereyra","SATELITAL","27"
"6091010","BUENOS AIRES","Berazategui","Plátanos","CABLEMODEM","1.421"
"6091010","BUENOS AIRES","Berazategui","Plátanos","CELULAR","4"
"6091010","BUENOS AIRES","Berazategui","Plátanos","FIBRA OPTICA","2.818"
"6091010","BUENOS AIRES","Berazategui","Plátanos","SATELITAL","46"
"6091010","BUENOS AIRES","Berazategui","Ranelagh","ADSL","2"
"6091010","BUENOS AIRES","Berazategui","Ranelagh","CABLEMODEM","2.665"
"6091010","BUENOS AIRES","Berazategui","Ranelagh","CELULAR","5"
"6091010","BUENOS AIRES","Berazategui","Ranelagh","DIAL UP","12"
"6091010","BUENOS AIRES","Berazategui","Ranelagh","FIBRA OPTICA","9.009"
"6091010","BUENOS AIRES","Berazategui","Ranelagh","SATELITAL","105"
"6091010","BUENOS AIRES","Berazategui","Villa España","CABLEMODEM","827"
"6091010","BUENOS AIRES","Berazategui","Villa España","FIBRA OPTICA","2.677"
"6091010","BUENOS AIRES","Berazategui","Villa España","SATELITAL","36"
"6098010","BUENOS AIRES","Berisso","Barrio Banco Provincia","SATELITAL","23"
"6098010","BUENOS AIRES","Berisso","Barrio El Carmen (Este)","FIBRA OPTICA","132"
"6098010","BUENOS AIRES","Berisso","Barrio El Carmen (Este)","SATELITAL","7"
"6098010","BUENOS AIRES","Berisso","Barrio El Carmen (Este)","WIRELESS","250"
"6098010","BUENOS AIRES","Berisso","Barrio Universitario","SATELITAL","2"
"6098010","BUENOS AIRES","Berisso","Berisso","ADSL","266"
"6098010","BUENOS AIRES","Berisso","Berisso","CABLEMODEM","11.325"
"6098010","BUENOS AIRES","Berisso","Berisso","CELULAR","7"
"6098010","BUENOS AIRES","Berisso","Berisso","DIAL UP","16"
"6098010","BUENOS AIRES","Berisso","Berisso","FIBRA OPTICA","14.854"
"6098010","BUENOS AIRES","Berisso","Berisso","SATELITAL","57"
"6098010","BUENOS AIRES","Berisso","Berisso","WIRELESS","361"
"6098010","BUENOS AIRES","Berisso","Los Talas","SATELITAL","60"
"6098010","BUENOS AIRES","Berisso","Villa Arguello","FIBRA OPTICA","132"
"6098010","BUENOS AIRES","Berisso","Villa Arguello","SATELITAL","19"
"6098010","BUENOS AIRES","Berisso","Villa Arguello","WIRELESS","250"
"6098010","BUENOS AIRES","Berisso","Villa Dolores","SATELITAL","12"
"6098010","BUENOS AIRES","Berisso","Villa Independencia","SATELITAL","2"
"6098010","BUENOS AIRES","Berisso","Villa Nueva","FIBRA OPTICA","132"
"6098010","BUENOS AIRES","Berisso","Villa Nueva","SATELITAL","3"
"6098010","BUENOS AIRES","Berisso","Villa Nueva","WIRELESS","250"
"6098010","BUENOS AIRES","Berisso","Villa Porteña","SATELITAL","8"
"6098010","BUENOS AIRES","Berisso","Villa Progreso","FIBRA OPTICA","132"
"6098010","BUENOS AIRES","Berisso","Villa Progreso","SATELITAL","2"
"6098010","BUENOS AIRES","Berisso","Villa Progreso","WIRELESS","250"
"6098010","BUENOS AIRES","Berisso","Villa San Carlos","SATELITAL","32"
"6098010","BUENOS AIRES","Berisso","Villa Zula","SATELITAL","3"
"6105010","BUENOS AIRES","Bolívar","Hale","ADSL","10"
"6105010","BUENOS AIRES","Bolívar","Hale","SATELITAL","39"
"6105020","BUENOS AIRES","Bolívar","Juan F. Ibarra","SATELITAL","16"
"6105060","BUENOS AIRES","Bolívar","Mariano Unzué","SATELITAL","18"
"0","BUENOS AIRES","Bolívar","Otros","SATELITAL","110"
"6105040","BUENOS AIRES","Bolívar","Paula","SATELITAL","15"
"6105050","BUENOS AIRES","Bolívar","Pirovano","FIBRA OPTICA","4"
"6105050","BUENOS AIRES","Bolívar","Pirovano","Otros","50"
"6105050","BUENOS AIRES","Bolívar","Pirovano","SATELITAL","47"
"6105050","BUENOS AIRES","Bolívar","Pirovano","WIRELESS","65"
"6105060","BUENOS AIRES","Bolívar","San Carlos de Bolívar  (Est. Bolívar)","ADSL","366"
"6105060","BUENOS AIRES","Bolívar","San Carlos de Bolívar  (Est. Bolívar)","CABLEMODEM","4.954"
"6105060","BUENOS AIRES","Bolívar","San Carlos de Bolívar  (Est. Bolívar)","DIAL UP","2"
"6105060","BUENOS AIRES","Bolívar","San Carlos de Bolívar  (Est. Bolívar)","FIBRA OPTICA","3"
"6105060","BUENOS AIRES","Bolívar","San Carlos de Bolívar  (Est. Bolívar)","SATELITAL","752"
"6105060","BUENOS AIRES","Bolívar","San Carlos de Bolívar  (Est. Bolívar)","WIRELESS","255"
"6105070","BUENOS AIRES","Bolívar","Urdampilleta","DIAL UP","2"
"6105070","BUENOS AIRES","Bolívar","Urdampilleta","SATELITAL","65"
"6105070","BUENOS AIRES","Bolívar","Urdampilleta","WIRELESS","77"
"6105080","BUENOS AIRES","Bolívar","Villa Lynch Pueyrredón","SATELITAL","5"
"6112005","BUENOS AIRES","Bragado","Asamblea","SATELITAL","8"
"6112010","BUENOS AIRES","Bragado","Bragado","ADSL","210"
"6112010","BUENOS AIRES","Bragado","Bragado","CABLEMODEM","2.340"
"6112010","BUENOS AIRES","Bragado","Bragado","DIAL UP","9"
"6112010","BUENOS AIRES","Bragado","Bragado","FIBRA OPTICA","276"
"6112010","BUENOS AIRES","Bragado","Bragado","SATELITAL","303"
"6112010","BUENOS AIRES","Bragado","Bragado","WIRELESS","210"
"6112020","BUENOS AIRES","Bragado","Comodoro Py","FIBRA OPTICA","220"
"6112020","BUENOS AIRES","Bragado","Comodoro Py","SATELITAL","8"
"6112020","BUENOS AIRES","Bragado","Comodoro Py","WIRELESS","2"
"6112030","BUENOS AIRES","Bragado","General O'Brien","ADSL","321"
"6112030","BUENOS AIRES","Bragado","General O'Brien","FIBRA OPTICA","138"
"6112030","BUENOS AIRES","Bragado","General O'Brien","SATELITAL","88"
"6112030","BUENOS AIRES","Bragado","General O'Brien","WIRELESS","27"
"6112040","BUENOS AIRES","Bragado","Irala","SATELITAL","37"
"6112040","BUENOS AIRES","Bragado","Irala","WIRELESS","92"
"6112050","BUENOS AIRES","Bragado","La Limpia","SATELITAL","19"
"6112060","BUENOS AIRES","Bragado","Máximo Fernández  (Est. Juan F. Salaberry)","SATELITAL","11"
"6112070","BUENOS AIRES","Bragado","Mechita (Est. Mecha)","ADSL","10"
"6112070","BUENOS AIRES","Bragado","Mechita (Est. Mecha)","CABLEMODEM","7"
"6112070","BUENOS AIRES","Bragado","Mechita (Est. Mecha)","SATELITAL","13"
"6112070","BUENOS AIRES","Bragado","Mechita (Est. Mecha)","WIRELESS","9"
"6112080","BUENOS AIRES","Bragado","Olascoaga","SATELITAL","12"
"6112080","BUENOS AIRES","Bragado","Olascoaga","WIRELESS","40"
"0","BUENOS AIRES","Bragado","Otros","SATELITAL","16"
"6112090","BUENOS AIRES","Bragado","Warnes","ADSL","135"
"6112090","BUENOS AIRES","Bragado","Warnes","Otros","9"
"6112090","BUENOS AIRES","Bragado","Warnes","SATELITAL","39"
"6112090","BUENOS AIRES","Bragado","Warnes","WIRELESS","17"
"6119010","BUENOS AIRES","Brandsen","Altamirano","SATELITAL","20"
"6119015","BUENOS AIRES","Brandsen","Barrio El Mirador","SATELITAL","115"
"6119020","BUENOS AIRES","Brandsen","Barrio Las Golondrinas","SATELITAL","37"
"6119030","BUENOS AIRES","Brandsen","Barrio Los Bosquecitos","SATELITAL","33"
"6119040","BUENOS AIRES","Brandsen","Barrio Parque Las Acacias","SATELITAL","32"
"6119045","BUENOS AIRES","Brandsen","Campos de Roca","SATELITAL","76"
"6119055","BUENOS AIRES","Brandsen","Club de Campo Las Malvinas","SATELITAL","12"
"6119050","BUENOS AIRES","Brandsen","Coronel Brandsen","ADSL","27"
"6119050","BUENOS AIRES","Brandsen","Coronel Brandsen","CABLEMODEM","420"
"6119050","BUENOS AIRES","Brandsen","Coronel Brandsen","CELULAR","6"
"6119050","BUENOS AIRES","Brandsen","Coronel Brandsen","FIBRA OPTICA","5.015"
"6119050","BUENOS AIRES","Brandsen","Coronel Brandsen","SATELITAL","274"
"6119050","BUENOS AIRES","Brandsen","Coronel Brandsen","WIRELESS","1.114"
"6119060","BUENOS AIRES","Brandsen","Gómez","SATELITAL","22"
"6119070","BUENOS AIRES","Brandsen","Jeppener","FIBRA OPTICA","1.080"
"6119070","BUENOS AIRES","Brandsen","Jeppener","SATELITAL","41"
"6119080","BUENOS AIRES","Brandsen","Oliden","SATELITAL","51"
"0","BUENOS AIRES","Brandsen","Otros","SATELITAL","10"
"6119085","BUENOS AIRES","Brandsen","Posada de los Lagos","SATELITAL","232"
"6119090","BUENOS AIRES","Brandsen","Samborombón","SATELITAL","18"
"6126010","BUENOS AIRES","Campana","Alto Los Cardales","FIBRA OPTICA","621"
"6126010","BUENOS AIRES","Campana","Alto Los Cardales","SATELITAL","117"
"6126010","BUENOS AIRES","Campana","Alto Los Cardales","WIRELESS","41"
"6126020","BUENOS AIRES","Campana","Barrio Los Pioneros","SATELITAL","93"
"6126020","BUENOS AIRES","Campana","Barrio Los Pioneros","WIRELESS","60"
"6126030","BUENOS AIRES","Campana","Campana","ADSL","166"
"6126030","BUENOS AIRES","Campana","Campana","CABLEMODEM","18.976"
"6126030","BUENOS AIRES","Campana","Campana","CELULAR","58"
"6126030","BUENOS AIRES","Campana","Campana","FIBRA OPTICA","16.653"
"6126030","BUENOS AIRES","Campana","Campana","SATELITAL","377"
"6126030","BUENOS AIRES","Campana","Campana","WIRELESS","1.306"
"6126035","BUENOS AIRES","Campana","Chacras del Río Luján","SATELITAL","102"
"6126035","BUENOS AIRES","Campana","Chacras Del Río Luján","WIRELESS","35"
"6126040","BUENOS AIRES","Campana","Lomas del Río Luján (Est. Río Luján)","CABLEMODEM","63"
"6126040","BUENOS AIRES","Campana","Lomas del Río Luján (Est. Río Luján)","SATELITAL","157"
"0","BUENOS AIRES","Campana","Otros","SATELITAL","88"
"6134010","BUENOS AIRES","Cañuelas","Alejandro Petión","CABLEMODEM","650"
"6134010","BUENOS AIRES","Cañuelas","Alejandro Petión","DIAL UP","5"
"6134010","BUENOS AIRES","Cañuelas","Alejandro Petión","FIBRA OPTICA","626"
"6134010","BUENOS AIRES","Cañuelas","Alejandro Petión","SATELITAL","155"
"6134010","BUENOS AIRES","Cañuelas","Alejandro Petión","WIRELESS","6"
"6134030","BUENOS AIRES","Cañuelas","Barrio Belgrano-Máximo Paz","SATELITAL","44"
"6134030","BUENOS AIRES","Cañuelas","Barrio Belgrano-Máximo Paz","WIRELESS","20"
"6134020","BUENOS AIRES","Cañuelas","Barrio El Taladro","FIBRA OPTICA","264"
"6134020","BUENOS AIRES","Cañuelas","Barrio El Taladro","SATELITAL","7"
"6134030","BUENOS AIRES","Cañuelas","Cañuelas","ADSL","15"
"6134030","BUENOS AIRES","Cañuelas","Cañuelas","CABLEMODEM","3.691"
"6134030","BUENOS AIRES","Cañuelas","Cañuelas","CELULAR","2"
"6134030","BUENOS AIRES","Cañuelas","Cañuelas","DIAL UP","26"
"6134030","BUENOS AIRES","Cañuelas","Cañuelas","FIBRA OPTICA","8.148"
"6134030","BUENOS AIRES","Cañuelas","Cañuelas","SATELITAL","6.216"
"6134030","BUENOS AIRES","Cañuelas","Cañuelas","WIRELESS","508"
"6134040","BUENOS AIRES","Cañuelas","Gobernador Udaondo","FIBRA OPTICA","1"
"6134040","BUENOS AIRES","Cañuelas","Gobernador Udaondo","SATELITAL","38"
"6134040","BUENOS AIRES","Cañuelas","Gobernador Udaondo","WIRELESS","40"
"6134050","BUENOS AIRES","Cañuelas","Máximo Paz","CELULAR","2"
"6134050","BUENOS AIRES","Cañuelas","Máximo Paz","FIBRA OPTICA","1.860"
"6134050","BUENOS AIRES","Cañuelas","Máximo Paz","WIRELESS","160"
"0","BUENOS AIRES","Cañuelas","Otros","SATELITAL","37"
"6134060","BUENOS AIRES","Cañuelas","Santa Rosa","FIBRA OPTICA","3.980"
"6134060","BUENOS AIRES","Cañuelas","Santa Rosa","SATELITAL","78"
"6134060","BUENOS AIRES","Cañuelas","Santa Rosa","WIRELESS","150"
"6134070","BUENOS AIRES","Cañuelas","Uribelarrea","ADSL","44"
"6134070","BUENOS AIRES","Cañuelas","Uribelarrea","FIBRA OPTICA","893"
"6134070","BUENOS AIRES","Cañuelas","Uribelarrea","SATELITAL","46"
"6134070","BUENOS AIRES","Cañuelas","Uribelarrea","WIRELESS","101"
"6134080","BUENOS AIRES","Cañuelas","Vicente Casares","ADSL","50"
"6134080","BUENOS AIRES","Cañuelas","Vicente Casares","FIBRA OPTICA","304"
"6134080","BUENOS AIRES","Cañuelas","Vicente Casares","SATELITAL","43"
"6134080","BUENOS AIRES","Cañuelas","Vicente Casares","WIRELESS","5"
"6140010","BUENOS AIRES","Capitán Sarmiento","Capitán Sarmiento","ADSL","57"
"6140010","BUENOS AIRES","Capitán Sarmiento","Capitán Sarmiento","CABLEMODEM","3.670"
"6140010","BUENOS AIRES","Capitán Sarmiento","Capitán Sarmiento","FIBRA OPTICA","180"
"6140010","BUENOS AIRES","Capitán Sarmiento","Capitán Sarmiento","SATELITAL","149"
"6140010","BUENOS AIRES","Capitán Sarmiento","Capitán Sarmiento","WIRELESS","643"
"6140020","BUENOS AIRES","Capitán Sarmiento","La Luisa","FIBRA OPTICA","36"
"6140020","BUENOS AIRES","Capitán Sarmiento","La Luisa","SATELITAL","43"
"6140020","BUENOS AIRES","Capitán Sarmiento","La Luisa","WIRELESS","44"
"0","BUENOS AIRES","Capitán Sarmiento","Otros","SATELITAL","10"
"6147010","BUENOS AIRES","Carlos Casares","Bellocq","DIAL UP","1"
"6147010","BUENOS AIRES","Carlos Casares","Bellocq","SATELITAL","74"
"6147010","BUENOS AIRES","Carlos Casares","Bellocq","WIRELESS","280"
"6147020","BUENOS AIRES","Carlos Casares","Cadret","Otros","1"
"6147020","BUENOS AIRES","Carlos Casares","Cadret","SATELITAL","28"
"6147020","BUENOS AIRES","Carlos Casares","Cadret","WIRELESS","48"
"6147030","BUENOS AIRES","Carlos Casares","Carlos Casares","ADSL","538"
"6147030","BUENOS AIRES","Carlos Casares","Carlos Casares","CABLEMODEM","1"
"6147030","BUENOS AIRES","Carlos Casares","Carlos Casares","DIAL UP","6"
"6147030","BUENOS AIRES","Carlos Casares","Carlos Casares","FIBRA OPTICA","2.803"
"6147030","BUENOS AIRES","Carlos Casares","Carlos Casares","SATELITAL","354"
"6147030","BUENOS AIRES","Carlos Casares","Carlos Casares","WIRELESS","2.461"
"6147040","BUENOS AIRES","Carlos Casares","Colonia Mauricio","SATELITAL","10"
"6147050","BUENOS AIRES","Carlos Casares","Hortensia","SATELITAL","16"
"6147060","BUENOS AIRES","Carlos Casares","La Sofía","SATELITAL","10"
"6147060","BUENOS AIRES","Carlos Casares","La Sofía","WIRELESS","1"
"6147070","BUENOS AIRES","Carlos Casares","Mauricio Hirsch","SATELITAL","6"
"6147070","BUENOS AIRES","Carlos Casares","Mauricio Hirsch","WIRELESS","47"
"6147080","BUENOS AIRES","Carlos Casares","Moctezuma","SATELITAL","22"
"6147080","BUENOS AIRES","Carlos Casares","Moctezuma","WIRELESS","165"
"6147090","BUENOS AIRES","Carlos Casares","Ordoqui","SATELITAL","16"
"0","BUENOS AIRES","Carlos Casares","Otros","SATELITAL","15"
"6147095","BUENOS AIRES","Carlos Casares","Santo Tomás","SATELITAL","10"
"6147095","BUENOS AIRES","Carlos Casares","Santo Tomás","WIRELESS","44"
"6147100","BUENOS AIRES","Carlos Casares","Smith","SATELITAL","20"
"6147100","BUENOS AIRES","Carlos Casares","Smith","WIRELESS","194"
"6154010","BUENOS AIRES","Carlos Tejedor","Carlos Tejedor","CABLEMODEM","1.305"
"6154010","BUENOS AIRES","Carlos Tejedor","Carlos Tejedor","FIBRA OPTICA","70"
"6154010","BUENOS AIRES","Carlos Tejedor","Carlos Tejedor","SATELITAL","119"
"6154010","BUENOS AIRES","Carlos Tejedor","Carlos Tejedor","WIRELESS","465"
"6154020","BUENOS AIRES","Carlos Tejedor","Colonia Seré","FIBRA OPTICA","120"
"6154020","BUENOS AIRES","Carlos Tejedor","Colonia Seré","SATELITAL","32"
"6154020","BUENOS AIRES","Carlos Tejedor","Colonia Seré","WIRELESS","77"
"6154030","BUENOS AIRES","Carlos Tejedor","Curarú","SATELITAL","32"
"6154030","BUENOS AIRES","Carlos Tejedor","Curarú","WIRELESS","16"
"0","BUENOS AIRES","Carlos Tejedor","Otros","SATELITAL","85"
"6154040","BUENOS AIRES","Carlos Tejedor","Timote","SATELITAL","31"
"6154040","BUENOS AIRES","Carlos Tejedor","Timote","WIRELESS","61"
"6154050","BUENOS AIRES","Carlos Tejedor","Tres Algarrobos  (Est. Cuenca)","SATELITAL","88"
"6154050","BUENOS AIRES","Carlos Tejedor","Tres Algarrobos  (Est. Cuenca)","WIRELESS","198"
"6161010","BUENOS AIRES","Carmen de Areco","Carmen de Areco","ADSL","156"
"6161010","BUENOS AIRES","Carmen de Areco","Carmen de Areco","CABLEMODEM","1.684"
"6161010","BUENOS AIRES","Carmen de Areco","Carmen de Areco","CELULAR","1"
"6161010","BUENOS AIRES","Carmen de Areco","Carmen de Areco","DIAL UP","4"
"6161010","BUENOS AIRES","Carmen de Areco","Carmen de Areco","FIBRA OPTICA","4"
"6161010","BUENOS AIRES","Carmen de Areco","Carmen de Areco","SATELITAL","285"
"6161010","BUENOS AIRES","Carmen de Areco","Carmen de Areco","WIRELESS","1.045"
"0","BUENOS AIRES","Carmen de Areco","Otros","SATELITAL","18"
"6161020","BUENOS AIRES","Carmen de Areco","Pueblo Gouin","SATELITAL","50"
"6161020","BUENOS AIRES","Carmen de Areco","Pueblo Gouin","WIRELESS","31"
"6161030","BUENOS AIRES","Carmen de Areco","Tres Sargentos","SATELITAL","35"
"6161030","BUENOS AIRES","Carmen de Areco","Tres Sargentos","WIRELESS","107"
"6168010","BUENOS AIRES","Castelli","Castelli","CABLEMODEM","21"
"6168010","BUENOS AIRES","Castelli","Castelli","FIBRA OPTICA","2.638"
